title;artist;album;isrc;addedDate;addedBy;duration;url
"Marshall Mathers";Eminem;"The Marshall Mathers LP";USIR10000585;;;321s;http://www.tidal.com/track/586949
"Ken Kaniff";Eminem;"The Marshall Mathers LP";USIR10000586;;;61s;http://www.tidal.com/track/586950
"Drug Ballad";Eminem;"The Marshall Mathers LP";USIR10000587;;;300s;http://www.tidal.com/track/586951
Amityville;"Eminem, Bizarre";"The Marshall Mathers LP";USIR10000590;;;254s;http://www.tidal.com/track/586952
"Bitch Please II";"Eminem, Dr. Dre, Snoop Dogg, Xzibit, Nate Dogg";"The Marshall Mathers LP";USIR10000591;;;288s;http://www.tidal.com/track/586953
Kim;Eminem;"The Marshall Mathers LP";USIR10000592;;;377s;http://www.tidal.com/track/586954
"Under The Influence";"Eminem, D12";"The Marshall Mathers LP";USIR10000643;;;321s;http://www.tidal.com/track/586955
Criminal;Eminem;"The Marshall Mathers LP";USIR10000596;;;319s;http://www.tidal.com/track/586956
"Bad Guy";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314073;;;434s;http://www.tidal.com/track/23369540
"Parking Lot";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314074;;;55s;http://www.tidal.com/track/23369541
"Rhyme Or Reason";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314075;;;302s;http://www.tidal.com/track/23369542
"So Much Better";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314076;;;261s;http://www.tidal.com/track/23369543
Survival;Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71312879;;;272s;http://www.tidal.com/track/23369544
Legacy;Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314077;;;296s;http://www.tidal.com/track/23369545
Asshole;"Eminem, Skylar Grey";"The Marshall Mathers LP2 (Deluxe)";USUM71314721;;;289s;http://www.tidal.com/track/23369546
Berzerk;Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71311375;;;239s;http://www.tidal.com/track/23369547
"Rap God";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314079;;;364s;http://www.tidal.com/track/23369548
Brainless;Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314080;;;287s;http://www.tidal.com/track/23369549
"Stronger Than I Was";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314081;;;337s;http://www.tidal.com/track/23369550
"The Monster";"Eminem, Rihanna";"The Marshall Mathers LP2 (Deluxe)";USUM71314082;;;250s;http://www.tidal.com/track/23369551
"So Far...";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314083;;;318s;http://www.tidal.com/track/23369552
"Love Game";"Eminem, Kendrick Lamar";"The Marshall Mathers LP2 (Deluxe)";USUM71314084;;;297s;http://www.tidal.com/track/23369553
Headlights;"Eminem, Nate Ruess";"The Marshall Mathers LP2 (Deluxe)";USUM71314085;;;343s;http://www.tidal.com/track/23369554
"Evil Twin";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314086;;;357s;http://www.tidal.com/track/23369555
Baby;Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314087;;;263s;http://www.tidal.com/track/23369556
Desperation;"Eminem, Jamie N Commons";"The Marshall Mathers LP2 (Deluxe)";USUM71314088;;;237s;http://www.tidal.com/track/23369557
"Groundhog Day";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71314411;;;293s;http://www.tidal.com/track/23369558
"Beautiful Pain";"Eminem, Sia";"The Marshall Mathers LP2 (Deluxe)";USUM71314090;;;265s;http://www.tidal.com/track/23369559
"Wicked Ways";Eminem;"The Marshall Mathers LP2 (Deluxe)";USUM71317910;;;391s;http://www.tidal.com/track/23369560
"sadder badder cooler";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM72000520;;;171s;http://www.tidal.com/track/141598197
"Bikini Porn";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM72000001;;;163s;http://www.tidal.com/track/141598198
"I'm Coming";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM72000255;;;197s;http://www.tidal.com/track/141598199
"Passion and Pain Taste the Same When I’m Weak";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM72000002;;;240s;http://www.tidal.com/track/141598200
"Gritty Pretty";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71900587;;;46s;http://www.tidal.com/track/141598201
"Glad He's Gone";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71900322;;;196s;http://www.tidal.com/track/141598202
"Bad as the Boys";"Tove Lo, ALMA";"Sunshine Kitty (Paw Prints Edition)";SEUM71900588;;;187s;http://www.tidal.com/track/141598203
"Sweettalk my Heart";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71900589;;;180s;http://www.tidal.com/track/141598204
"Stay Over";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71900590;;;189s;http://www.tidal.com/track/141598210
"Are U gonna tell her?";"Tove Lo, MC Zaac";"Sunshine Kitty (Paw Prints Edition)";SEUM71900591;;;158s;http://www.tidal.com/track/141598213
Jacques;"Jax Jones, Tove Lo";"Sunshine Kitty (Paw Prints Edition)";GBUM71903211;;;203s;http://www.tidal.com/track/141598214
Mateo;"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71900593;;;169s;http://www.tidal.com/track/141598217
"Come Undone";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71900594;;;178s;http://www.tidal.com/track/141598218
"Equally Lost";"Tove Lo, Doja Cat";"Sunshine Kitty (Paw Prints Edition)";SEUM71900595;;;135s;http://www.tidal.com/track/141598219
"Really don’t like u";"Tove Lo, Kylie Minogue";"Sunshine Kitty (Paw Prints Edition)";SEUM71900596;;;225s;http://www.tidal.com/track/141598220
Shifted;"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71900597;;;192s;http://www.tidal.com/track/141598221
Mistaken;"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71900598;;;177s;http://www.tidal.com/track/141598222
"Anywhere u go";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71900599;;;190s;http://www.tidal.com/track/141598223
"Are U gonna tell her?";"Tove Lo, MC Zaac";"Sunshine Kitty (Paw Prints Edition)";SEUM71901358;;;165s;http://www.tidal.com/track/141598224
"Sweettalk my Heart";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71901275;;;179s;http://www.tidal.com/track/141598225
"Sweettalk my Heart";"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71901053;;;205s;http://www.tidal.com/track/141598228
Mistaken;"Tove Lo";"Sunshine Kitty (Paw Prints Edition)";SEUM71901168;;;180s;http://www.tidal.com/track/141598229
"THE SEX";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401577;;;6s;http://www.tidal.com/track/91888087
"My Gun";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401536;;;217s;http://www.tidal.com/track/91888088
"Like Em Young";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401530;;;220s;http://www.tidal.com/track/91888089
"Talking Body";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401533;;;238s;http://www.tidal.com/track/91888090
Timebomb;"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401542;;;215s;http://www.tidal.com/track/91888091
"THE LOVE";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401578;;;5s;http://www.tidal.com/track/91888092
Moments;"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401529;;;202s;http://www.tidal.com/track/91888093
"The Way That I Am";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401532;;;188s;http://www.tidal.com/track/91888094
"Got Love";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401534;;;229s;http://www.tidal.com/track/91888095
"Not On Drugs";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71400059;;;182s;http://www.tidal.com/track/91888096
"THE PAIN";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401579;;;5s;http://www.tidal.com/track/91888097
"Thousand Miles";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401531;;;215s;http://www.tidal.com/track/91888098
"Habits (Stay High)";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SE3NM1300101;;;209s;http://www.tidal.com/track/91888099
"This Time Around";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401549;;;244s;http://www.tidal.com/track/91888100
"Run On Love";"Tove Lo, Lucas Nord";"Queen Of The Clouds (Blueprint Edition)";SEWGI1409001;;;241s;http://www.tidal.com/track/91888101
"Habits (Stay High)";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401250;;;259s;http://www.tidal.com/track/91888102
"Love Ballad";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71400062;;;210s;http://www.tidal.com/track/91888103
Paradise;"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71400061;;;184s;http://www.tidal.com/track/91888104
Over;"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71400060;;;224s;http://www.tidal.com/track/91888105
"Out Of Mind";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71301956;;;189s;http://www.tidal.com/track/91888106
"Heroes (we could be)";"Alesso, Tove Lo";"Queen Of The Clouds (Blueprint Edition)";USUM71411636;;;210s;http://www.tidal.com/track/91888107
Crave;"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401552;;;211s;http://www.tidal.com/track/91888108
"Not On Drugs";"Tove Lo";"Queen Of The Clouds (Blueprint Edition)";SEUM71401646;;;171s;http://www.tidal.com/track/91888109
Genesis;"Dua Lipa";"Dua Lipa";GBAHT1600313;;;206s;http://www.tidal.com/track/74442030
"Lost in Your Light (feat. Miguel)";"Dua Lipa, Miguel";"Dua Lipa";GBAHT1600323;;;204s;http://www.tidal.com/track/74442031
"Hotter Than Hell";"Dua Lipa";"Dua Lipa";GBAHT1600315;;;190s;http://www.tidal.com/track/74442032
"Be the One";"Dua Lipa";"Dua Lipa";GBAHT1600316;;;205s;http://www.tidal.com/track/74442033
IDGAF;"Dua Lipa";"Dua Lipa";GBAHT1600317;;;218s;http://www.tidal.com/track/74442034
"Blow Your Mind (Mwah)";"Dua Lipa";"Dua Lipa";GBAHT1600318;;;179s;http://www.tidal.com/track/74442035
Garden;"Dua Lipa";"Dua Lipa";GBAHT1600325;;;228s;http://www.tidal.com/track/74442036
"No Goodbyes";"Dua Lipa";"Dua Lipa";GBAHT1600320;;;216s;http://www.tidal.com/track/74442037
"Thinking 'Bout You";"Dua Lipa";"Dua Lipa";GBAHT1600321;;;171s;http://www.tidal.com/track/74442038
"New Rules";"Dua Lipa";"Dua Lipa";GBAHT1600327;;;212s;http://www.tidal.com/track/74442039
Begging;"Dua Lipa";"Dua Lipa";GBAHT1600328;;;194s;http://www.tidal.com/track/74442040
Homesick;"Dua Lipa";"Dua Lipa";GBAHT1600329;;;230s;http://www.tidal.com/track/74442041
"The Purge";"Within Temptation";"The Purge";NLR262000006;;;256s;http://www.tidal.com/track/160531896
"Atlas Falls";Shinedown;"Atlas Falls";USAT22001805;;;192s;http://www.tidal.com/track/140993296
"the 1";"Taylor Swift";"folklore (deluxe version)";USUG12002835;;;210s;http://www.tidal.com/track/152246344
cardigan;"Taylor Swift";"folklore (deluxe version)";USUG12002836;;;240s;http://www.tidal.com/track/152246345
"the last great american dynasty";"Taylor Swift";"folklore (deluxe version)";USUG12002837;;;231s;http://www.tidal.com/track/152246346
exile;"Taylor Swift, Bon Iver";"folklore (deluxe version)";USUG12002838;;;286s;http://www.tidal.com/track/152246347
"my tears ricochet";"Taylor Swift";"folklore (deluxe version)";USUG12002839;;;256s;http://www.tidal.com/track/152246348
mirrorball;"Taylor Swift";"folklore (deluxe version)";USUG12002840;;;209s;http://www.tidal.com/track/152246349
seven;"Taylor Swift";"folklore (deluxe version)";USUG12002841;;;209s;http://www.tidal.com/track/152246350
august;"Taylor Swift";"folklore (deluxe version)";USUG12002842;;;262s;http://www.tidal.com/track/152246351
"this is me trying";"Taylor Swift";"folklore (deluxe version)";USUG12002843;;;195s;http://www.tidal.com/track/152246352
"illicit affairs";"Taylor Swift";"folklore (deluxe version)";USUG12002844;;;191s;http://www.tidal.com/track/152246353
"invisible string";"Taylor Swift";"folklore (deluxe version)";USUG12002845;;;253s;http://www.tidal.com/track/152246356
"mad woman";"Taylor Swift";"folklore (deluxe version)";USUG12002846;;;237s;http://www.tidal.com/track/152246357
epiphany;"Taylor Swift";"folklore (deluxe version)";USUG12002847;;;290s;http://www.tidal.com/track/152246358
betty;"Taylor Swift";"folklore (deluxe version)";USUG12002848;;;295s;http://www.tidal.com/track/152246361
peace;"Taylor Swift";"folklore (deluxe version)";USUG12002849;;;234s;http://www.tidal.com/track/152246362
hoax;"Taylor Swift";"folklore (deluxe version)";USUG12002850;;;220s;http://www.tidal.com/track/152246363
"the lakes";"Taylor Swift";"folklore (deluxe version)";USUG12002851;;;212s;http://www.tidal.com/track/152246364
"GIRL LIKE ME";"Black Eyed Peas, Shakira";TRANSLATION;USSM12003440;;;223s;http://www.tidal.com/track/144959478
Hardwired;Metallica;"Hardwired...To Self Destruct";QMKHM1600377;;;189s;http://www.tidal.com/track/166787394
"Atlas, Rise!";Metallica;"Hardwired...To Self Destruct";QMKHM1600378;;;389s;http://www.tidal.com/track/166787395
"Now That We're Dead";Metallica;"Hardwired...To Self Destruct";QMKHM1600379;;;419s;http://www.tidal.com/track/166787396
"Moth Into Flame";Metallica;"Hardwired...To Self Destruct";QMKHM1600380;;;351s;http://www.tidal.com/track/166787397
"Dream No More";Metallica;"Hardwired...To Self Destruct";QMKHM1600381;;;390s;http://www.tidal.com/track/166787398
"Halo On Fire";Metallica;"Hardwired...To Self Destruct";QMKHM1600382;;;495s;http://www.tidal.com/track/166787399
Confusion;Metallica;"Hardwired...To Self Destruct";QMKHM1600383;;;401s;http://www.tidal.com/track/166787400
ManUNkind;Metallica;"Hardwired...To Self Destruct";QMKHM1600384;;;416s;http://www.tidal.com/track/166787401
"Here Comes Revenge";Metallica;"Hardwired...To Self Destruct";QMKHM1600385;;;438s;http://www.tidal.com/track/166787402
"Am I Savage?";Metallica;"Hardwired...To Self Destruct";QMKHM1600386;;;390s;http://www.tidal.com/track/166787403
"Murder One";Metallica;"Hardwired...To Self Destruct";QMKHM1600387;;;345s;http://www.tidal.com/track/166787404
"Spit Out The Bone";Metallica;"Hardwired...To Self Destruct";QMKHM1600388;;;429s;http://www.tidal.com/track/166787405
"My Head & My Heart";"Ava Max";"Heaven & Hell";USAT22007121;;;175s;http://www.tidal.com/track/160449398
H.E.A.V.E.N;"Ava Max";"Heaven & Hell";USAT22005065;;;106s;http://www.tidal.com/track/160449399
"Kings & Queens";"Ava Max";"Heaven & Hell";USAT21906943;;;162s;http://www.tidal.com/track/160449400
Naked;"Ava Max";"Heaven & Hell";USAT22005066;;;222s;http://www.tidal.com/track/160449401
Tattoo;"Ava Max";"Heaven & Hell";USAT22005067;;;159s;http://www.tidal.com/track/160449402
"OMG What's Happening";"Ava Max";"Heaven & Hell";USAT22005068;;;180s;http://www.tidal.com/track/160449403
"Call Me Tonight";"Ava Max";"Heaven & Hell";USAT22005069;;;171s;http://www.tidal.com/track/160449404
"Born to the Night";"Ava Max";"Heaven & Hell";USAT22005070;;;199s;http://www.tidal.com/track/160449405
Torn;"Ava Max";"Heaven & Hell";USAT21904239;;;198s;http://www.tidal.com/track/160449406
"Take You To Hell";"Ava Max";"Heaven & Hell";USAT22005071;;;165s;http://www.tidal.com/track/160449407
"Who's Laughing Now";"Ava Max";"Heaven & Hell";USAT22001106;;;180s;http://www.tidal.com/track/160449408
Belladonna;"Ava Max";"Heaven & Hell";USAT22005072;;;203s;http://www.tidal.com/track/160449409
Rumors;"Ava Max";"Heaven & Hell";USAT22005073;;;192s;http://www.tidal.com/track/160449410
"So Am I";"Ava Max";"Heaven & Hell";USAT21900569;;;184s;http://www.tidal.com/track/160449411
Salt;"Ava Max";"Heaven & Hell";USAT21906991;;;180s;http://www.tidal.com/track/160449412
"Sweet but Psycho";"Ava Max";"Heaven & Hell";USAT21802011;;;187s;http://www.tidal.com/track/160449413
"Dreaming of the Crash";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400773;;;236s;http://www.tidal.com/track/104823414
"Cornfield Chase";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400774;;;127s;http://www.tidal.com/track/104823415
Dust;"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400775;;;341s;http://www.tidal.com/track/104823416
"Day One";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400776;;;199s;http://www.tidal.com/track/104823417
Stay;"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400777;;;412s;http://www.tidal.com/track/104823418
"Message from Home";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400778;;;101s;http://www.tidal.com/track/104823419
"The Wormhole";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400779;;;91s;http://www.tidal.com/track/104823420
Mountains;"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400780;;;219s;http://www.tidal.com/track/104823421
"Afraid of Time";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400781;;;153s;http://www.tidal.com/track/104823422
"A Place Among the Stars";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400782;;;207s;http://www.tidal.com/track/104823423
"Running Out";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400783;;;117s;http://www.tidal.com/track/104823424
"I'm Going Home";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400784;;;349s;http://www.tidal.com/track/104823425
Coward;"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400785;;;507s;http://www.tidal.com/track/104823426
Detach;"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400786;;;402s;http://www.tidal.com/track/104823427
S.T.A.Y.;"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400787;;;384s;http://www.tidal.com/track/104823428
"Where We're Going";"Hans Zimmer";"Interstellar (Original Motion Picture Soundtrack)";USNLR1400788;;;461s;http://www.tidal.com/track/104823429
"Artifact/The Turn";Evanescence;"The Bitter Truth";QMRSZ2003043;;;147s;http://www.tidal.com/track/176749306
"Broken Pieces Shine";Evanescence;"The Bitter Truth";QMRSZ2003044;;;230s;http://www.tidal.com/track/176749307
"The Game Is Over";Evanescence;"The Bitter Truth";QMRSZ2001352;;;263s;http://www.tidal.com/track/176749308
"Yeah Right";Evanescence;"The Bitter Truth";QMRSZ2002839;;;211s;http://www.tidal.com/track/176749309
"Feeding The Dark";Evanescence;"The Bitter Truth";QMRSZ2003045;;;254s;http://www.tidal.com/track/176749310
"Wasted On You";Evanescence;"The Bitter Truth";QMRSZ2000828;;;264s;http://www.tidal.com/track/176749311
"Better Without You";Evanescence;"The Bitter Truth";QMRSZ2003046;;;245s;http://www.tidal.com/track/176749312
"Use My Voice";Evanescence;"The Bitter Truth";QMRSZ2000431;;;242s;http://www.tidal.com/track/176749313
