title;artist;album;isrc;addedDate;addedBy;duration;url
"Pardon My Ego";Logic;"Confessions of a Dangerous Mind";USUM71909011;;;174s;http://www.tidal.com/track/112540890
COMMANDO;"Logic, G-Eazy";"Confessions of a Dangerous Mind";USUM71909013;;;212s;http://www.tidal.com/track/112540891
Icy;"Logic, Gucci Mane";"Confessions of a Dangerous Mind";USUM71908869;;;265s;http://www.tidal.com/track/112540892
"Still Ballin";"Logic, Wiz Khalifa";"Confessions of a Dangerous Mind";USUM71909015;;;240s;http://www.tidal.com/track/112540828
Cocaine;Logic;"Confessions of a Dangerous Mind";USUM71909017;;;175s;http://www.tidal.com/track/112540829
Limitless;Logic;"Confessions of a Dangerous Mind";USUM71909019;;;245s;http://www.tidal.com/track/112540830
"Keanu Reeves";Logic;"Confessions of a Dangerous Mind";USUM71900411;;;226s;http://www.tidal.com/track/112540896
"Don't Be Afraid To Be Different";"Logic, Will Smith";"Confessions of a Dangerous Mind";USUM71911584;;;168s;http://www.tidal.com/track/112540832
BOBBY;"Logic, My Dad";"Confessions of a Dangerous Mind";USUM71909021;;;168s;http://www.tidal.com/track/112540898
"Lost In Translation";Logic;"Confessions of a Dangerous Mind";USUM71909025;;;290s;http://www.tidal.com/track/112540834
"I'm So Sick";Flyleaf;Flyleaf;USOCT0500070;;;176s;http://www.tidal.com/track/36349156
"Fully Alive";Flyleaf;Flyleaf;USOCT0600123;;;154s;http://www.tidal.com/track/36349157
Perfect;Flyleaf;Flyleaf;USOCT0500072;;;169s;http://www.tidal.com/track/36349158
Cassie;Flyleaf;Flyleaf;USOCT0500073;;;179s;http://www.tidal.com/track/36349159
Sorrow;Flyleaf;Flyleaf;USOCT0500074;;;166s;http://www.tidal.com/track/36349160
"I'm Sorry";Flyleaf;Flyleaf;USOCT0500075;;;164s;http://www.tidal.com/track/36349161
"All Around Me";Flyleaf;Flyleaf;USOCT0500076;;;199s;http://www.tidal.com/track/36349162
"Red Sam";Flyleaf;Flyleaf;USOCT0500077;;;200s;http://www.tidal.com/track/36349163
"There For You";Flyleaf;Flyleaf;USOCT0500078;;;168s;http://www.tidal.com/track/36349164
"Breathe Today";Flyleaf;Flyleaf;USOCT0500079;;;150s;http://www.tidal.com/track/36349165
"So I Thought";Flyleaf;Flyleaf;USOCT0500080;;;291s;http://www.tidal.com/track/36349166
"Beautiful Bride";Flyleaf;"Memento Mori (Expanded)";USUM70992295;;;183s;http://www.tidal.com/track/35941280
Again;Flyleaf;"Memento Mori (Expanded)";USUM70831819;;;185s;http://www.tidal.com/track/35941281
Chasm;Flyleaf;"Memento Mori (Expanded)";USUM70993694;;;174s;http://www.tidal.com/track/35941282
Missing;Flyleaf;"Memento Mori (Expanded)";USUM70993695;;;174s;http://www.tidal.com/track/35941283
"This Close";Flyleaf;"Memento Mori (Expanded)";USUM70993697;;;200s;http://www.tidal.com/track/35941284
"The Kind";Flyleaf;"Memento Mori (Expanded)";USUM70993874;;;167s;http://www.tidal.com/track/35941285
"In The Dark";Flyleaf;"Memento Mori (Expanded)";USUM70993875;;;227s;http://www.tidal.com/track/35941286
"Set Apart This Dream";Flyleaf;"Memento Mori (Expanded)";USUM70993876;;;195s;http://www.tidal.com/track/35941287
"Swept Away";Flyleaf;"Memento Mori (Expanded)";USUM70993917;;;249s;http://www.tidal.com/track/35941288
"Tiny Heart";Flyleaf;"Memento Mori (Expanded)";USUM70993918;;;187s;http://www.tidal.com/track/35941289
Melting;Flyleaf;"Memento Mori (Expanded)";USUM70993886;;;57s;http://www.tidal.com/track/35941290
Treasure;Flyleaf;"Memento Mori (Expanded)";USUM70993896;;;204s;http://www.tidal.com/track/35941291
Circle;Flyleaf;"Memento Mori (Expanded)";USUM70993897;;;183s;http://www.tidal.com/track/35941292
Arise;Flyleaf;"Memento Mori (Expanded)";USUM70993692;;;258s;http://www.tidal.com/track/35941293
"Uncle Bobby";Flyleaf;"Memento Mori (Expanded)";USUM70993898;;;262s;http://www.tidal.com/track/35941294
"Break Your Knees";Flyleaf;"Memento Mori (Expanded)";USUM70999868;;;266s;http://www.tidal.com/track/35941295
Enemy;Flyleaf;"Memento Mori (Expanded)";USUM70999866;;;223s;http://www.tidal.com/track/35941296
"Have We Lost";Flyleaf;"Memento Mori (Expanded)";USUM70999867;;;176s;http://www.tidal.com/track/35941297
"Who Am I";Flyleaf;"Memento Mori (Expanded)";USUM70999869;;;157s;http://www.tidal.com/track/35941298
"Set Me On Fire";Flyleaf;"Between The Stars (Special Edition)";QMFHE1400100;;;218s;http://www.tidal.com/track/58783255
Magnetic;Flyleaf;"Between The Stars (Special Edition)";QMFHE1400101;;;221s;http://www.tidal.com/track/58783256
Traitor;Flyleaf;"Between The Stars (Special Edition)";QMFHE1400102;;;180s;http://www.tidal.com/track/58783257
Platonic;Flyleaf;"Between The Stars (Special Edition)";QMFHE1400103;;;213s;http://www.tidal.com/track/58783258
"Head Under Water";Flyleaf;"Between The Stars (Special Edition)";QMFHE1400104;;;171s;http://www.tidal.com/track/58783259
"Sober Serenade";Flyleaf;"Between The Stars (Special Edition)";QMFHE1400105;;;227s;http://www.tidal.com/track/58783260
Thread;Flyleaf;"Between The Stars (Special Edition)";QMFHE1400106;;;171s;http://www.tidal.com/track/58783261
Marionette;Flyleaf;"Between The Stars (Special Edition)";QMFHE1400107;;;227s;http://www.tidal.com/track/58783262
"Well of Lies";Flyleaf;"Between The Stars (Special Edition)";QMFHE1400108;;;274s;http://www.tidal.com/track/58783263
"City Kids";Flyleaf;"Between The Stars (Special Edition)";QMFHE1400109;;;232s;http://www.tidal.com/track/58783264
"Blue Roses";Flyleaf;"Between The Stars (Special Edition)";QMFHE1400110;;;197s;http://www.tidal.com/track/58783265
Home;Flyleaf;"Between The Stars (Special Edition)";QMFHE1400111;;;170s;http://www.tidal.com/track/58783266
Avalanche;Flyleaf;"Between The Stars (Special Edition)";QMFHE1400113;;;210s;http://www.tidal.com/track/58783267
"Ship of Fools";Flyleaf;"Between The Stars (Special Edition)";QMFHE1400114;;;187s;http://www.tidal.com/track/58783268
"Tied to the Broken (Demo)";Flyleaf;"Between The Stars (Special Edition)";QMFHE1400115;;;223s;http://www.tidal.com/track/58783269
"City Kids (Live)";Flyleaf;"Between The Stars (Special Edition)";QMFHE1400118;;;226s;http://www.tidal.com/track/58783270
"Officer Down";"Bad Wolves";Disobey;USDPK1800015;;;209s;http://www.tidal.com/track/118492425
"Learn To Live";"Bad Wolves";Disobey;USDPK1800020;;;220s;http://www.tidal.com/track/118492426
"No Masters";"Bad Wolves";Disobey;USDPK1800018;;;233s;http://www.tidal.com/track/118492427
Zombie;"Bad Wolves";Disobey;USDPK1800004;;;255s;http://www.tidal.com/track/118492428
"Run For Your Life";"Bad Wolves";Disobey;USDPK1800016;;;212s;http://www.tidal.com/track/118492429
"Remember When";"Bad Wolves";Disobey;USDPK1800019;;;209s;http://www.tidal.com/track/118492430
"Better The Devil";"Bad Wolves";Disobey;USDPK1800017;;;182s;http://www.tidal.com/track/118492431
"Jesus Slaves";"Bad Wolves";Disobey;USDPK1800022;;;219s;http://www.tidal.com/track/118492432
"Hear Me Now (feat. DIAMANTE)";"Bad Wolves, Diamante";Disobey;USDPK1800086;;;220s;http://www.tidal.com/track/118492367
"Truth Or Dare";"Bad Wolves";Disobey;USDPK1800024;;;212s;http://www.tidal.com/track/118492434
"The Conversation";"Bad Wolves";Disobey;USDPK1800023;;;218s;http://www.tidal.com/track/118492435
"Shape Shifter";"Bad Wolves";Disobey;USDPK1800021;;;230s;http://www.tidal.com/track/118492436
"Toast To The Ghost";"Bad Wolves";Disobey;USDPK1700223;;;330s;http://www.tidal.com/track/118492437
Papercut;"Linkin Park";"Hybrid Theory";USWB11201315;;;184s;http://www.tidal.com/track/68639006
"One Step Closer";"Linkin Park";"Hybrid Theory";USWB11201316;;;156s;http://www.tidal.com/track/68639007
"With You";"Linkin Park";"Hybrid Theory";USWB11201317;;;203s;http://www.tidal.com/track/68639008
"Points of Authority";"Linkin Park";"Hybrid Theory";USWB11201318;;;200s;http://www.tidal.com/track/68639009
Crawling;"Linkin Park";"Hybrid Theory";USWB11201319;;;209s;http://www.tidal.com/track/68639010
Runaway;"Linkin Park";"Hybrid Theory";USWB11201320;;;184s;http://www.tidal.com/track/68639011
"By Myself";"Linkin Park";"Hybrid Theory";USWB11201321;;;190s;http://www.tidal.com/track/68639012
"In the End";"Linkin Park";"Hybrid Theory";USWB11201322;;;216s;http://www.tidal.com/track/68639013
"A Place for My Head";"Linkin Park";"Hybrid Theory";USWB11201323;;;185s;http://www.tidal.com/track/68639014
Forgotten;"Linkin Park";"Hybrid Theory";USWB11201324;;;194s;http://www.tidal.com/track/68639015
"Cure for the Itch";"Linkin Park";"Hybrid Theory";USWB11201325;;;157s;http://www.tidal.com/track/68639016
"Pushing Me Away";"Linkin Park";"Hybrid Theory";USWB11201326;;;192s;http://www.tidal.com/track/68639017
"The Reckoning";"Within Temptation, Jacoby Shaddix";"The Reckoning";NLR261800010;;;251s;http://www.tidal.com/track/94726928
"Endless War";"Within Temptation";"Resist (Extended Deluxe)";NLR261800011;;;249s;http://www.tidal.com/track/102997220
"Raise Your Banner";"Within Temptation, Anders Fridén";"Resist (Extended Deluxe)";NLR261800012;;;334s;http://www.tidal.com/track/102997221
Supernova;"Within Temptation";"Resist (Extended Deluxe)";NLR261800013;;;336s;http://www.tidal.com/track/102997222
"Holy Ground";"Within Temptation";"Resist (Extended Deluxe)";NLR261800014;;;251s;http://www.tidal.com/track/102997223
"In Vain";"Within Temptation";"Resist (Extended Deluxe)";NLR261800015;;;265s;http://www.tidal.com/track/102997224
Firelight;"Within Temptation, Jasper Steverlinck";"Resist (Extended Deluxe)";NLR261800016;;;287s;http://www.tidal.com/track/102997225
"Mad World";"Within Temptation";"Resist (Extended Deluxe)";NLR261800017;;;297s;http://www.tidal.com/track/102997226
"Mercy Mirror";"Within Temptation";"Resist (Extended Deluxe)";NLR261800018;;;229s;http://www.tidal.com/track/102997227
"Trophy Hunter";"Within Temptation";"Resist (Extended Deluxe)";NLR261800019;;;352s;http://www.tidal.com/track/102997228
"Fear Inoculum";TOOL;"Fear Inoculum";USRC11902032;;;620s;http://www.tidal.com/track/116415071
Pneuma;TOOL;"Fear Inoculum";USRC11902033;;;713s;http://www.tidal.com/track/116415072
"Litanie contre la Peur";TOOL;"Fear Inoculum";USRC11902034;;;134s;http://www.tidal.com/track/116415073
Invincible;TOOL;"Fear Inoculum";USRC11902035;;;764s;http://www.tidal.com/track/116415074
"Legion Inoculant";TOOL;"Fear Inoculum";USRC11902036;;;190s;http://www.tidal.com/track/116415075
Descending;TOOL;"Fear Inoculum";USRC11902037;;;818s;http://www.tidal.com/track/116415076
"Culling Voices";TOOL;"Fear Inoculum";USRC11902038;;;605s;http://www.tidal.com/track/116415077
"Chocolate Chip Trip";TOOL;"Fear Inoculum";USRC11902164;;;288s;http://www.tidal.com/track/116415078
7empest;TOOL;"Fear Inoculum";USRC11902165;;;944s;http://www.tidal.com/track/116415079
Mockingbeat;TOOL;"Fear Inoculum";USRC11902166;;;126s;http://www.tidal.com/track/116415080
Vicarious;TOOL;"10,000 Days";USVR10600019;;;427s;http://www.tidal.com/track/114331951
Jambi;TOOL;"10,000 Days";USVR10600020;;;449s;http://www.tidal.com/track/114331952
"Wings For Marie (Pt 1)";TOOL;"10,000 Days";USVR10600021;;;371s;http://www.tidal.com/track/114331953
"10,000 Days (Wings Pt 2)";TOOL;"10,000 Days";USVR10600022;;;674s;http://www.tidal.com/track/114331954
"The Pot";TOOL;"10,000 Days";USVR10600023;;;382s;http://www.tidal.com/track/114331955
"Lipan Conjuring";TOOL;"10,000 Days";USVR10600024;;;71s;http://www.tidal.com/track/114331956
"Lost Keys (Blame Hofman)";TOOL;"10,000 Days";USVR10600025;;;226s;http://www.tidal.com/track/114331957
"Rosetta Stoned";TOOL;"10,000 Days";USVR10600026;;;671s;http://www.tidal.com/track/114331958
Intension;TOOL;"10,000 Days";USVR10600027;;;441s;http://www.tidal.com/track/114331959
"Right In Two";TOOL;"10,000 Days";USVR10600028;;;536s;http://www.tidal.com/track/114331960
"Viginti Tres";TOOL;"10,000 Days";USVR10600029;;;303s;http://www.tidal.com/track/114331961
"Without Me";Halsey;"Without Me";USUM71813499;;;201s;http://www.tidal.com/track/95809187
"You should be sad";Halsey;"You should be sad";USUM71918343;;;205s;http://www.tidal.com/track/127126035
Nightmare;Halsey;Nightmare;USUM71907487;;;232s;http://www.tidal.com/track/109160146
Physical;"Dua Lipa";Physical;GBAHT1901298;;;194s;http://www.tidal.com/track/128912032
"I Forgot That You Existed";"Taylor Swift";Lover;USUG11901471;;;171s;http://www.tidal.com/track/116125895
"Cruel Summer";"Taylor Swift";Lover;USUG11901472;;;178s;http://www.tidal.com/track/116125896
Lover;"Taylor Swift";Lover;USUG11901473;;;221s;http://www.tidal.com/track/116125897
"The Man";"Taylor Swift";Lover;USUG11901474;;;190s;http://www.tidal.com/track/116125898
"The Archer";"Taylor Swift";Lover;USUG11901475;;;211s;http://www.tidal.com/track/116125899
"I Think He Knows";"Taylor Swift";Lover;USUG11901476;;;173s;http://www.tidal.com/track/116125900
"Miss Americana & The Heartbreak Prince";"Taylor Swift";Lover;USUG11901477;;;234s;http://www.tidal.com/track/116125901
"Paper Rings";"Taylor Swift";Lover;USUG11901478;;;222s;http://www.tidal.com/track/116125904
"Cornelia Street";"Taylor Swift";Lover;USUG11901479;;;287s;http://www.tidal.com/track/116125905
"Death By A Thousand Cuts";"Taylor Swift";Lover;USUG11901480;;;199s;http://www.tidal.com/track/116125906
"London Boy";"Taylor Swift";Lover;USUG11901481;;;190s;http://www.tidal.com/track/116125907
"Soon You’ll Get Better";"Taylor Swift, The Chicks";Lover;USUG11901482;;;202s;http://www.tidal.com/track/116125908
"False God";"Taylor Swift";Lover;USUG11901483;;;200s;http://www.tidal.com/track/116125909
"You Need To Calm Down";"Taylor Swift";Lover;USUG11901470;;;171s;http://www.tidal.com/track/116125910
Afterglow;"Taylor Swift";Lover;USUG11901484;;;223s;http://www.tidal.com/track/116125911
"ME! (feat. Brendon Urie of Panic! At The Disco)";"Taylor Swift, Brendon Urie";Lover;USUG11901267;;;193s;http://www.tidal.com/track/116125912
"It’s Nice To Have A Friend";"Taylor Swift";Lover;USUG11901485;;;150s;http://www.tidal.com/track/116125919
Daylight;"Taylor Swift";Lover;USUG11901486;;;293s;http://www.tidal.com/track/116125921
"...Ready For It?";"Taylor Swift";reputation;USCJY1750003;;;208s;http://www.tidal.com/track/121255043
"End Game";"Taylor Swift, Ed Sheeran, Future";reputation;USCJY1750004;;;245s;http://www.tidal.com/track/121255044
"I Did Something Bad";"Taylor Swift";reputation;USCJY1750005;;;238s;http://www.tidal.com/track/121255045
"Don’t Blame Me";"Taylor Swift";reputation;USCJY1750006;;;236s;http://www.tidal.com/track/121255046
Delicate;"Taylor Swift";reputation;USCJY1750007;;;232s;http://www.tidal.com/track/121255047
"Look What You Made Me Do";"Taylor Swift";reputation;USCJY1750000;;;212s;http://www.tidal.com/track/121255048
"So It Goes...";"Taylor Swift";reputation;USCJY1750008;;;228s;http://www.tidal.com/track/121255049
Gorgeous;"Taylor Swift";reputation;USCJY1750009;;;210s;http://www.tidal.com/track/121255050
"Getaway Car";"Taylor Swift";reputation;USCJY1750010;;;234s;http://www.tidal.com/track/121255051
"King Of My Heart";"Taylor Swift";reputation;USCJY1750011;;;214s;http://www.tidal.com/track/121255052
"Dancing With Our Hands Tied";"Taylor Swift";reputation;USCJY1750012;;;211s;http://www.tidal.com/track/121255053
Dress;"Taylor Swift";reputation;USCJY1750013;;;230s;http://www.tidal.com/track/121255054
"This Is Why We Can't Have Nice Things";"Taylor Swift";reputation;USCJY1750014;;;207s;http://www.tidal.com/track/121255055
"Call It What You Want";"Taylor Swift";reputation;USCJY1750015;;;204s;http://www.tidal.com/track/121255056
"New Year’s Day";"Taylor Swift";reputation;USCJY1750016;;;235s;http://www.tidal.com/track/121255057
"So Cold";"Breaking Benjamin";Aurora;USHR11939375;;;273s;http://www.tidal.com/track/128458916
Failure;"Breaking Benjamin, Red";Aurora;USHR11939380;;;218s;http://www.tidal.com/track/128458931
"Far Away";"Breaking Benjamin, Scooter Ward";Aurora;USHR11939381;;;292s;http://www.tidal.com/track/128458932
"Angels Fall";"Breaking Benjamin";Aurora;USHR11939382;;;226s;http://www.tidal.com/track/128458936
"Red Cold River";"Breaking Benjamin, Spencer Chamberlain";Aurora;USHR11939383;;;199s;http://www.tidal.com/track/128458944
Tourniquet;"Breaking Benjamin";Aurora;USHR11939384;;;262s;http://www.tidal.com/track/128458949
"Dance with the Devil";"Breaking Benjamin, Adam Gontier";Aurora;USHR11939385;;;224s;http://www.tidal.com/track/128458952
"Never Again";"Breaking Benjamin";Aurora;USHR11939386;;;222s;http://www.tidal.com/track/128458953
"Torn in Two";"Breaking Benjamin";Aurora;USHR11939387;;;245s;http://www.tidal.com/track/128458954
"Dear Agony";"Breaking Benjamin, Lacey Sturm";Aurora;USHR11939388;;;256s;http://www.tidal.com/track/128458955
"Murder of Crows";Semblant;Obscura;ITG272000403;;;249s;http://www.tidal.com/track/123689376
"Left Behind";Semblant;Obscura;ITG272000404;;;229s;http://www.tidal.com/track/123689377
"Dethrone the Gods, Control the Masters (Legacy of Blood, Pt. IV)";Semblant;Obscura;ITG272000405;;;305s;http://www.tidal.com/track/123689378
"Mere Shadow";Semblant;Obscura;ITG272000406;;;304s;http://www.tidal.com/track/123689379
Porcelain;Semblant;Obscura;ITG272000407;;;192s;http://www.tidal.com/track/123689380
"The Hunter, The Hunger (Legacy of Blood, Pt. V)";Semblant;Obscura;ITG272000408;;;277s;http://www.tidal.com/track/123689381
Wasteland;Semblant;Obscura;ITG272000409;;;246s;http://www.tidal.com/track/123689382
"Barely Breathing";Semblant;Obscura;ITG272000410;;;256s;http://www.tidal.com/track/123689383
Wallachia;Semblant;Obscura;ITG272000411;;;319s;http://www.tidal.com/track/123689384
"Daydream Tragedy";Semblant;Obscura;ITG272000412;;;345s;http://www.tidal.com/track/123689385
Insomnia;Semblant;Obscura;ITG272000413;;;206s;http://www.tidal.com/track/123689386
"Marry The Night";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106431;;;265s;http://www.tidal.com/track/77643126
"Born This Way";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71100638;;;260s;http://www.tidal.com/track/77643127
"Government Hooker";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106436;;;254s;http://www.tidal.com/track/77643128
Judas;"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71104998;;;249s;http://www.tidal.com/track/77643129
Americano;"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106446;;;246s;http://www.tidal.com/track/77643130
Hair;"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106447;;;308s;http://www.tidal.com/track/77643131
Scheiße;"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106448;;;225s;http://www.tidal.com/track/77643132
"Bloody Mary";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106449;;;245s;http://www.tidal.com/track/77643133
"Black Jesus + Amen Fashion";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106450;;;216s;http://www.tidal.com/track/77643145
"Bad Kids";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106451;;;231s;http://www.tidal.com/track/77643146
"Fashion Of His Love";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106452;;;219s;http://www.tidal.com/track/77643147
"Highway Unicorn (Road To Love)";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106453;;;256s;http://www.tidal.com/track/77643148
"Heavy Metal Lover";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106454;;;253s;http://www.tidal.com/track/77643149
"Electric Chapel";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106455;;;252s;http://www.tidal.com/track/77643150
"The Queen";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106456;;;317s;http://www.tidal.com/track/77643151
"Yoü And I";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106457;;;307s;http://www.tidal.com/track/77643152
"The Edge Of Glory";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106458;;;322s;http://www.tidal.com/track/77643153
"Born This Way";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71104944;;;261s;http://www.tidal.com/track/77643154
Judas;"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106459;;;247s;http://www.tidal.com/track/77643155
"Marry The Night";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106460;;;261s;http://www.tidal.com/track/77643156
Scheiße;"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106461;;;575s;http://www.tidal.com/track/77643157
"Fashion Of His Love";"Lady Gaga";"Born This Way (Bonus Track Version)";USUM71106462;;;225s;http://www.tidal.com/track/77643158
"Just Dance";"Lady Gaga, Colby O'Donis";"The Fame";USUM70807646;;;242s;http://www.tidal.com/track/77707016
LoveGame;"Lady Gaga";"The Fame";USUM70824404;;;216s;http://www.tidal.com/track/77707017
Paparazzi;"Lady Gaga";"The Fame";USUM70824408;;;208s;http://www.tidal.com/track/77707018
"Poker Face";"Lady Gaga";"The Fame";USUM70824409;;;237s;http://www.tidal.com/track/77707019
"Eh, Eh (Nothing Else I Can Say)";"Lady Gaga";"The Fame";USUM70824406;;;175s;http://www.tidal.com/track/77707020
"Beautiful, Dirty, Rich";"Lady Gaga";"The Fame";USUM70824401;;;172s;http://www.tidal.com/track/77707021
"The Fame";"Lady Gaga";"The Fame";USUM70817304;;;222s;http://www.tidal.com/track/77707022
"Money Honey";"Lady Gaga";"The Fame";USUM70839535;;;170s;http://www.tidal.com/track/77707023
Starstruck;"Lady Gaga, Space Cowboy, Flo Rida";"The Fame";USUM70839516;;;217s;http://www.tidal.com/track/77707024
"Boys Boys Boys";"Lady Gaga";"The Fame";USUM70824399;;;201s;http://www.tidal.com/track/77707025
"Paper Gangsta";"Lady Gaga";"The Fame";USUM70824407;;;263s;http://www.tidal.com/track/77707026
"Brown Eyes";"Lady Gaga";"The Fame";USUM70824400;;;243s;http://www.tidal.com/track/77707027
"I Like It Rough";"Lady Gaga";"The Fame";USUM70824403;;;202s;http://www.tidal.com/track/77707028
Summerboy;"Lady Gaga";"The Fame";USUM70824410;;;254s;http://www.tidal.com/track/77707029
"Disco Heaven";"Lady Gaga";"The Fame";USUM70824402;;;221s;http://www.tidal.com/track/77707030
"Stupid Love";"Lady Gaga";Chromatica;USUM71917357;;;194s;http://www.tidal.com/track/143020725
"Don’t Call Me Angel (Charlie’s Angels)";"Ariana Grande, Miley Cyrus, Lana Del Rey";"Charlie's Angels (Original Motion Picture Soundtrack)";USUM71912501;;;190s;http://www.tidal.com/track/121265527
"Worlds Collide";Apocalyptica;"Worlds Collide";GBHQD0700021;;;268s;http://www.tidal.com/track/153808326
Grace;"Apocalyptica, Hotei";"Worlds Collide";GBHQD0700022;;;250s;http://www.tidal.com/track/153808327
"I'm Not Jesus (International Version)";"Apocalyptica, Corey Taylor";"Worlds Collide";GBHQD0700017;;;214s;http://www.tidal.com/track/153808328
Ion;Apocalyptica;"Worlds Collide";GBHQD0700023;;;227s;http://www.tidal.com/track/153808329
Helden;"Apocalyptica, Till Lindemann";"Worlds Collide";GBHQD0700024;;;258s;http://www.tidal.com/track/153808330
Stroke;Apocalyptica;"Worlds Collide";GBHQD0700025;;;273s;http://www.tidal.com/track/153808331
"Last Hope";"Apocalyptica, Dave Lombardo";"Worlds Collide";GBHQD0700026;;;288s;http://www.tidal.com/track/153808332
"I Don't Care";"Apocalyptica, Adam Gontier";"Worlds Collide";GBHQD0700027;;;237s;http://www.tidal.com/track/153808333
Burn;Apocalyptica;"Worlds Collide";GBHQD0700028;;;257s;http://www.tidal.com/track/153808334
"S.O.S. (Anything but Love)";"Apocalyptica, Christina Scabbia";"S.O.S. (Anything but Love)";GBHQD0700029;;;260s;http://www.tidal.com/track/153808322
Peace;Apocalyptica;"Worlds Collide";GBHQD0700030;;;349s;http://www.tidal.com/track/153808337
"Flying On My Own";"Céline Dion";"Courage (Deluxe Edition)";CAC221900026;;;212s;http://www.tidal.com/track/122083417
"Lovers Never Die";"Céline Dion";"Courage (Deluxe Edition)";CAC221900069;;;171s;http://www.tidal.com/track/122083418
"Falling In Love Again";"Céline Dion";"Courage (Deluxe Edition)";CAC221900070;;;231s;http://www.tidal.com/track/122083419
"Lying Down";"Céline Dion";"Courage (Deluxe Edition)";CAC221900019;;;239s;http://www.tidal.com/track/122083420
Courage;"Céline Dion";"Courage (Deluxe Edition)";CAC221900068;;;255s;http://www.tidal.com/track/122083421
Imperfections;"Céline Dion";"Courage (Deluxe Edition)";CAC221900013;;;239s;http://www.tidal.com/track/122083422
"Change My Mind";"Céline Dion";"Courage (Deluxe Edition)";CAC221900071;;;182s;http://www.tidal.com/track/122083423
"Say Yes";"Céline Dion";"Courage (Deluxe Edition)";CAC221900072;;;212s;http://www.tidal.com/track/122083424
"Nobody's Watching";"Céline Dion";"Courage (Deluxe Edition)";CAC221900073;;;192s;http://www.tidal.com/track/122083425
"The Chase";"Céline Dion";"Courage (Deluxe Edition)";CAC221900074;;;230s;http://www.tidal.com/track/122083426
"For The Lover That I Lost";"Céline Dion";"Courage (Deluxe Edition)";CAC221900075;;;174s;http://www.tidal.com/track/122083427
Baby;"Céline Dion";"Courage (Deluxe Edition)";CAC221900076;;;215s;http://www.tidal.com/track/122083428
"I Will Be Stronger";"Céline Dion";"Courage (Deluxe Edition)";CAC221900077;;;207s;http://www.tidal.com/track/122083429
"How Did You Get Here";"Céline Dion";"Courage (Deluxe Edition)";CAC221900078;;;262s;http://www.tidal.com/track/122083430
"Look at Us Now";"Céline Dion";"Courage (Deluxe Edition)";CAC221900079;;;198s;http://www.tidal.com/track/122083431
"Perfect Goodbye";"Céline Dion";"Courage (Deluxe Edition)";CAC221900080;;;208s;http://www.tidal.com/track/122083432
"Best of All";"Céline Dion";"Courage (Deluxe Edition)";CAC221900081;;;203s;http://www.tidal.com/track/122083433
"Heart of Glass";"Céline Dion";"Courage (Deluxe Edition)";CAC221900082;;;212s;http://www.tidal.com/track/122083434
Boundaries;"Céline Dion";"Courage (Deluxe Edition)";CAC221900083;;;203s;http://www.tidal.com/track/122083435
"The Hard Way";"Céline Dion";"Courage (Deluxe Edition)";CAC221900084;;;205s;http://www.tidal.com/track/122083436
Premonition;Eminem;"Music To Be Murdered By";USUM72000782;;;174s;http://www.tidal.com/track/128449024
Unaccommodating;"Eminem, Young M.A";"Music To Be Murdered By";USUM72000783;;;217s;http://www.tidal.com/track/128449025
"You Gon’ Learn";"Eminem, Royce Da 5'9"", White Gold";"Music To Be Murdered By";USUM72000784;;;235s;http://www.tidal.com/track/128449026
Alfred;Eminem;"Music To Be Murdered By";USUM72000785;;;30s;http://www.tidal.com/track/128449027
"Those Kinda Nights";"Eminem, Ed Sheeran";"Music To Be Murdered By";USUM72000786;;;178s;http://www.tidal.com/track/128449028
"In Too Deep";Eminem;"Music To Be Murdered By";USUM72000787;;;195s;http://www.tidal.com/track/128449030
Godzilla;"Eminem, Juice WRLD";"Music To Be Murdered By";USUM72000788;;;211s;http://www.tidal.com/track/128449033
Darkness;Eminem;"Music To Be Murdered By";USUM72000789;;;337s;http://www.tidal.com/track/128449035
"Leaving Heaven";"Eminem, Skylar Grey";"Music To Be Murdered By";USUM72000790;;;266s;http://www.tidal.com/track/128449037
"Yah Yah";"Eminem, Royce Da 5'9"", Black Thought, Q-Tip, dEnAuN";"Music To Be Murdered By";USUM72000791;;;287s;http://www.tidal.com/track/128449039
